query,page_title,label,user_score,prop_unsure,engagement
eczistence movie,List of longest films,0,-0.8,0.6875,0.19753086419753085
eczistence movie,What Dreams May Come (film),0,-0.7272727272727273,0.47619047619047616,0.20618556701030927
eczistence movie,The Forgotten (2004 film),0,-0.375,0.4666666666666667,0.15625
eczistence movie,Roundhay Garden Scene,0,-0.8571428571428571,0.5882352941176471,0.22972972972972974
eczistence movie,The Thirteenth Floor,0,0.125,0.68,0.375
eczistence movie,Uwe Boll,0,-0.75,0.7,0.3448275862068966
eczistence movie,Phantasm (film),0,-0.75,0.42857142857142855,0.22340425531914893
eczistence movie,The Relic (film),0,-0.7,0.4444444444444444,0.23076923076923075
eczistence movie,Color motion picture film,0,-0.5,0.6,0.23809523809523808
eczistence movie,Robotech: The Movie,0,-0.75,0.42857142857142855,0.2222222222222222
eczistence movie,Zombie,0,-0.46153846153846156,0.59375,0.26666666666666666
eczistence movie,Rosencrantz & Guildenstern Are Dead (film),0,-0.625,0.4666666666666667,0.21875
eczistence movie,Mr. Nobody (film),0,-0.47619047619047616,0.4878048780487805,0.3037037037037037
eczistence movie,Middle Men (film),0,-0.7272727272727273,0.26666666666666666,0.30434782608695654
eczistence movie,Existence (The X-Files),0,-0.875,0.2,0.42857142857142855
eczistence movie,Anonymous (film),0,-0.375,0.6,0.2763157894736842
eczistence movie,The Babadook,0,-0.6578947368421053,0.5730337078651685,0.22531645569620254
eczistence movie,Audiomachine,0,-0.75,0.7142857142857143,0.1780821917808219
eczistence movie,Exists (film),0,-0.5,0.4,0.2571428571428571
elton john your song,Elton John (album),1,0.4,0,0.13333333333333333
elton john your song,Tumbleweed Connection,0,0.16666666666666666,0.3333333333333333,0.18181818181818182
elton john your song,Greatest Hits (Elton John album),1,0.5,0.3333333333333333,0.21621621621621623
elton john your song,Tiny Dancer,0,-0.3,0.09090909090909091,0.15625
elton john your song,Elton John discography,1,0.2222222222222222,0.3076923076923077,0.17391304347826086
elton john your song,Greatest Hits 1970–2002,1,-0.25,0.14285714285714285,0.15853658536585366
elton john your song,Paul Buckmaster,0,-0.5,0,0.07692307692307693
elton john your song,Alessandro Safina,0,-0.5,0,0.058823529411764705
elton john your song,Your Song,1,0.7058823529411765,0.10526315789473684,0.25
elton john your song,Crocodile Rock,0,-0.7,0.3333333333333333,0.23728813559322035
elton john your song,Live in Australia with the Melbourne Symphony Orchestra,0,-0.25,0.2,0.16666666666666666
elton john your song,List of songs with lyrics by Bernie Taupin,1,0.16666666666666666,0.5,0.3142857142857143
elton john your song,Levon (song),0,0.4,0.4444444444444444,0.24242424242424243
elton john your song,Elton John One Night Only – The Greatest Hits,1,0,0,0
elton john your song,Elton John,1,0.22727272727272727,0.5319148936170213,0.22169811320754715
elton john your song,Take Me to the Pilot,0,-0.5,0,0.1
elton john your song,Denmark Street,0,-0.375,0.6190476190476191,0.2631578947368421
elton john your song,Elton John singles discography,1,0.2608695652173913,0.30303030303030304,0.1952662721893491
elton john your song,Blue Eyes (Elton John song),0,0,0.25,0.30000000000000004
elton john your song,Your Songs,0,0.5,0,0.6666666666666666
elton john your song,Lights (Ellie Goulding album),0,-0.5,0.3333333333333333,0.225
elton john your song,Casey Abrams,0,-0.625,0.3333333333333333,0.23404255319148937
elton john your song,The Million Dollar Piano,0,0,0.5,0.1
elton john your song,Ben Lovett (British musician),0,-0.8,0.16666666666666666,0.20833333333333331
elton john your song,List of songs recorded by Ellie Goulding,0,-0.5,0.3333333333333333,0.09523809523809523
elton john your song,The Man (Aloe Blacc song),0,0,0.6666666666666666,0.125
elton john your song,Rocket Man (song),0,-0.125,0.4,0.1532567049808429
elton john your song,Wonderful Crazy Night Tour,0,-0.4,0.2857142857142857,0.3333333333333333
esperanza spaldin,Esperanza Aguirre,0,0,0.6666666666666666,0.5
esperanza spaldin,Esperanza Base,0,-0.6666666666666666,0.6666666666666666,0.18181818181818182
esperanza spaldin,Esperanza,0,0,0,0
esperanza spaldin,Spalding,0,0,0,0
esperanza spaldin,Esperanza Rising,0,-0.38095238095238093,0.5,0.2411764705882353
esperanza spaldin,Christian Scott,0,0.3888888888888889,0.21739130434782608,0.27848101265822783
esperanza spaldin,Esperanza Spalding,1,0.6785714285714286,0.3170731707317073,0.27210884353741494
esperanza spaldin,Esperanza (Esperanza Spalding album),1,0.6666666666666666,0,0.09523809523809523
esperanza spaldin,Junjo,1,0,0,0
esperanza spaldin,Algebra (singer),0,-0.5,0.3333333333333333,0.4
esperanza spaldin,Chamber Music Society,1,0,0.5,0.16666666666666666
esperanza spaldin,Radio Music Society,1,0.8333333333333334,0.25,0.35000000000000003
esperanza spaldin,Leo Genovese,0,0.6666666666666666,0.25,0.375
esperanza spaldin,Matthew Stevens (musician),0,0.5,0.14285714285714285,0.21428571428571427
eygyptian cuisine,Ancient Egypt,0,-0.5869565217391305,0.352112676056338,0.26523297491039427
eygyptian cuisine,Ancient Egyptian religion,0,-0.74,0.20634920634920634,0.26382978723404255
eygyptian cuisine,History of Egypt,0,-0.8888888888888888,0.2894736842105263,0.2890625
eygyptian cuisine,Egyptian language,0,-0.7307692307692307,0.10344827586206896,0.30526315789473685
eygyptian cuisine,Culture of Egypt,1,-0.08695652173913043,0.30303030303030304,0.1783783783783784
eygyptian cuisine,Egyptian,1,0,0,0
eygyptian cuisine,Egyptian Museum,0,-0.5714285714285714,0.36363636363636365,0.12048192771084337
eygyptian cuisine,Ancient Roman cuisine,1,-0.5588235294117647,0.2765957446808511,0.31081081081081086
eygyptian cuisine,Music of Egypt,0,-0.5714285714285714,0.25,0.21323529411764705
eygyptian cuisine,Kushari,1,0.5714285714285714,0.36363636363636365,0.19999999999999998
eygyptian cuisine,Arab cuisine,1,-0.3076923076923077,0.38095238095238093,0.23529411764705882
eygyptian cuisine,Ful medames,1,0.6666666666666666,0,0.16
eygyptian cuisine,Ancient Egyptian medicine,0,-0.7222222222222222,0.25,0.1875
eygyptian cuisine,Ancient Egyptian architecture,0,-0.75,0.35714285714285715,0.2679425837320574
eygyptian cuisine,Levantine cuisine,1,-0.5,0.4,0.24390243902439024
eygyptian cuisine,Lebanese cuisine,1,-0.75,0.5555555555555556,0.11428571428571428
eygyptian cuisine,Mulukhiyah,1,0.5,0,0.09433962264150943
eygyptian cuisine,Italian Egyptians,0,-0.4,0,0.4
eygyptian cuisine,Egyptian cuisine,1,0.2857142857142857,0.2222222222222222,0.23214285714285712
eygyptian cuisine,Ancient Egyptian cuisine,1,0.8,0.25,0.23170731707317074
eygyptian cuisine,Egyptian influence in popular culture,1,-0.75,0.3333333333333333,0.2
eygyptian cuisine,Fatteh,1,0.25,0.2,0.25
eygyptian cuisine,Freekeh,1,0.25,0.42857142857142855,0.15555555555555556
eygyptian cuisine,Fesikh,1,0.75,0.3333333333333333,0.2777777777777778
eygyptian cuisine,Ancient Israelite cuisine,0,-0.2857142857142857,0.4166666666666667,0.1896551724137931
eygyptian cuisine,Clothing in ancient Egypt,0,-0.5357142857142857,0.28205128205128205,0.2159090909090909
eygyptian cuisine,Egyptians,1,-0.3076923076923077,0.38095238095238093,0.18421052631578946
eygyptian cuisine,Egyptian cheese,1,0.4,0,0.26666666666666666
gordon hayward,Utah Jazz,0,0.08333333333333333,0.45454545454545453,0.26190476190476186
gordon hayward,Shooting guard,0,0,0.4166666666666667,0.17391304347826086
gordon hayward,Swingman,0,0.125,0.1111111111111111,0.24242424242424243
gordon hayward,2010 NBA draft,0,-0.16666666666666666,0.21739130434782608,0.3548387096774194
gordon hayward,Butler Bulldogs men's basketball,0,0.6666666666666666,0.4,0.16666666666666666
gordon hayward,Brad Stevens,0,0.6428571428571429,0.2222222222222222,0.32075471698113206
gordon hayward,Jason Heyward,0,-0.5714285714285714,0.3,0.34615384615384615
gordon hayward,Darrius Heyward-Bey,0,-0.75,0.25,0.34090909090909094
gordon hayward,List of Twin Peaks characters,0,-0.48484848484848486,0.625,0.2806451612903226
gordon hayward,Lazar Hayward,0,-0.6666666666666666,0,0.2857142857142857
gordon hayward,Jeremy Heywood,0,-0.875,0.2727272727272727,0.2040816326530612
gordon hayward,2010 NCAA Men's Basketball All-Americans,0,0,0,0.5
gordon hayward,Gordon Hayward,1,0.26666666666666666,0.0625,0.2542372881355932
gordon hayward,Jordan Crawford,0,-0.375,0.2727272727272727,0.2777777777777778
gordon hayward,Priority Sports and Entertainment,0,0.5,0,0.14285714285714285
gordon hayward,Shelvin Mack,0,-0.5,0.6,0.36363636363636365
gordon hayward,2011–12 Utah Jazz season,0,0,0,0
gordon hayward,2015–16 Utah Jazz season,0,0,0,0
Gotham tv,Gotham City,1,-0.08333333333333333,0.45454545454545453,0.1875
Gotham tv,Riddler,0,0.26666666666666666,0.4642857142857143,0.2903225806451613
Gotham tv,Gotham,1,-0.5,0,0.1
Gotham tv,Wayne Manor,1,-0.4166666666666667,0.29411764705882354,0.3018867924528302
Gotham tv,Carmine Falcone,0,0.8571428571428571,0.3,0.29032258064516125
Gotham tv,Harvey Bullock (comics),0,0.5,0.5714285714285714,0.22807017543859648
Gotham tv,Gotham City Police Department,0,0.25,0.42857142857142855,0.2
Gotham tv,Gillian B. Loeb,0,0.75,0.3333333333333333,0.2272727272727273
Gotham tv,Gotham Girls,1,-0.2857142857142857,0.3,0.34615384615384615
Gotham tv,The New Batman Adventures,0,-0.25,0.6363636363636364,0.15873015873015872
Gotham tv,Bruno Heller,1,0.4,0.375,0.16279069767441862
Gotham tv,Leslie Thompkins,0,0,0.35294117647058826,0.21518987341772153
Gotham tv,Sarah Essen Gordon,1,-0.8333333333333334,0.5,0.24444444444444446
Gotham tv,Gotham (typeface),0,-0.9230769230769231,0.1875,0.1388888888888889
Gotham tv,Sal Maroni,0,-0.4,0.16666666666666666,0.23809523809523808
Gotham tv,Arnold John Flass,0,0.5,0.3333333333333333,0.6153846153846154
Gotham tv,List of mayors of Gotham City,0,0.4,0.2857142857142857,0.3529411764705882
Gotham tv,Bruce Wayne (TV series),0,0.25,0.5,0.14583333333333331
Gotham tv,Gotham (TV series),1,0.5660377358490566,0.29333333333333333,0.19143576826196473
Gotham tv,List of Gotham characters,1,0.34375,0.4838709677419355,0.32460732984293195
Gotham tv,List of Gotham episodes,1,0.6379310344827587,0.26582278481012656,0.26755852842809363
Gotham tv,Catwoman in other media,0,-0.10526315789473684,0.40625,0.33333333333333337
Gotham tv,James Gordon (Gotham),1,0.4,0.2857142857142857,0.21428571428571427
Gotham tv,Rise of the Villains: The Son of Gotham,1,0.6666666666666666,0,0.3333333333333333
Gotham tv,Pilot (Gotham),1,0,0.5,0.1111111111111111
Gotham tv,Lovecraft (Gotham),1,0,0,0
homosexuality in the united states,Christianity and homosexuality,0,0.5625,0.42857142857142855,0.24770642201834864
homosexuality in the united states,LGBT social movements,0,0.6956521739130435,0.28125,0.22695035460992907
homosexuality in the united states,Conversion therapy,0,0.5,0.46153846153846156,0.2358490566037736
homosexuality in the united states,Persecution of homosexuals in Nazi Germany and the Holocaust,0,-0.4,0.3181818181818182,0.2558139534883721
homosexuality in the united states,Same-sex marriage,0,0.2909090909090909,0.38202247191011235,0.22195121951219512
homosexuality in the united states,Same-sex marriage in the United States,1,0.6071428571428571,0.36363636363636365,0.2275132275132275
homosexuality in the united states,Homosexuality and psychology,0,0,0.47058823529411764,0.16494845360824742
homosexuality in the united states,Societal attitudes toward homosexuality,0,0.5625,0.4482758620689655,0.24778761061946902
homosexuality in the united states,Sodomy laws in the United States,1,0.4444444444444444,0.3076923076923077,0.3089430894308943
homosexuality in the united states,Kenneth Anger,0,0.4166666666666667,0.45454545454545453,0.30434782608695654
homosexuality in the united states,Timeline of LGBT history,0,0.7727272727272727,0.3888888888888889,0.34653465346534656
homosexuality in the united states,Demographics of sexual orientation,0,0.48,0.34210526315789475,0.2936507936507936
homosexuality in the united states,LGBT history,0,0.6206896551724138,0.40816326530612246,0.3121019108280255
homosexuality in the united states,LGBT rights opposition,0,0.3125,0.36,0.3037974683544304
homosexuality in the united states,Donald Richie,0,-0.6666666666666666,0.4,0.36363636363636365
homosexuality in the united states,Socialism and LGBT rights,0,0,0.6666666666666666,0.09523809523809523
homosexuality in the united states,Prison Memoirs of an Anarchist,0,0,0.5,0.25
homosexuality in the united states,LGBT rights in the United States,1,0.782608695652174,0.3783783783783784,0.22360248447204967
homosexuality in the united states,LGBT rights in the United Arab Emirates,0,-0.7368421052631579,0.3448275862068966,0.37333333333333335
homosexuality in the united states,LGBT themes in comics,0,0.8333333333333334,0.5384615384615384,0.36363636363636365
homosexuality in the united states,Society for Human Rights,0,0.6666666666666666,0,0.4
homosexuality in the united states,Homosexuality,0,0.43478260869565216,0.4523809523809524,0.24210526315789474
homosexuality in the united states,History of lesbianism in the United States,1,0.9,0.4444444444444444,0.3469387755102041
homosexuality in the united states,Public opinion of same-sex marriage in the United States,1,0.47619047619047616,0.27586206896551724,0.28
homosexuality in the united states,List of gay villages,0,0,0.1,0.2647058823529412
homosexuality in the united states,LGBT rights in Papua New Guinea,0,-0.6666666666666666,0,0.2
homosexuality in the united states,LGBT rights in the Americas,0,-0.15,0.3333333333333333,0.3866666666666667
homosexuality in the united states,1960s in LGBT rights,0,0.75,0.3333333333333333,0.16129032258064516
homosexuality in the united states,LGBT movements in the United States,1,0.26666666666666666,0.25,0.24050632911392406
homosexuality in the united states,1970s in LGBT rights,0,0.8,0.2857142857142857,0.2727272727272727
homosexuality in the united states,Closeted,0,0.25,0.3333333333333333,0.2777777777777778
homosexuality in the united states,Sodomy law,0,-0.13333333333333333,0.4827586206896552,0.30434782608695654
homosexuality in the united states,List of LGBT actions in the United States prior to the Stonewall riots,1,0.375,0.1111111111111111,0.4
homosexuality in the united states,Frances Negrón-Muntaner,0,0,0,0
homosexuality in the united states,Sexual orientation change efforts,0,-0.18181818181818182,0.5,0.275
homosexuality in the united states,LGBT themes in American mainstream comics,1,0.5,0,0.25
homosexuality in the united states,Anarchism and issues related to love and sex,0,-0.75,0.3333333333333333,0.3333333333333333
homosexuality in the united states,Sexual orientation and gender identity in the United States military,1,0.9090909090909091,0.56,0.3205128205128205
homosexuality in the united states,Queer anarchism,0,-0.125,0.2,0.21951219512195122
homosexuality in the united states,Coming Out Under Fire,0,0,0,0
homosexuality in the united states,History of violence against LGBT people in the United States,1,0.4090909090909091,0.3333333333333333,0.32075471698113206
homosexuality in the united states,LGBT in the United States,1,0.5,0,0.5
homosexuality in the united states,LGBT rights in Georgia (U.S. state),0,0.75,0.2,0.3333333333333333
homosexuality in the united states,LGBT rights in New York,0,0.25,0.3333333333333333,0.4
homosexuality in the united states,LGBT demographics of the United States,1,0.5217391304347826,0.28125,0.22448979591836735
homosexuality in the united states,LGBT history in the United States,1,0.7368421052631579,0.24,0.2857142857142857
homosexuality in the united states,Homosexualities: A Study of Diversity Among Men and Women,0,0.5,0,0.08333333333333333
homosexuality in the united states,History of gay men in the United States,1,0.6428571428571429,0.3,0.3448275862068966
homosexuality in the united states,Homosexuality in sports in the United States,1,0.5,0.5,0.42857142857142855
homosexuality in the united states,List of LGBT rights organizations in the United States,1,0.25,0.2,0.17391304347826086
homosexuality in the united states,LGBT rights in the United States Virgin Islands,0,0,0.5,0.3333333333333333
homosexuality in the united states,LGBT conservatism in the United States,1,0.5714285714285714,0.2222222222222222,0.5714285714285714
JFK,Kennedy family,1,0.45652173913043476,0.2459016393442623,0.2608695652173913
JFK,Ich bin ein Berliner,0,0.59375,0.15789473684210525,0.2714285714285714
JFK,JFK (film),1,0.2777777777777778,0.45454545454545453,0.3113207547169811
JFK,John F. Kennedy International Airport,1,0.21153846153846154,0.2777777777777778,0.2946058091286307
JFK,John F. Kennedy Jr.,1,0.4722222222222222,0.4,0.23320158102766797
JFK,USS John F. Kennedy (CV-67),0,0,0.36363636363636365,0.16666666666666666
JFK,Jim Garrison,0,0.631578947368421,0.20833333333333334,0.27710843373493976
JFK,Assassination of John F. Kennedy,1,0.547945205479452,0.27722772277227725,0.23255813953488372
JFK,Single-bullet theory,1,0.7368421052631579,0.17391304347826086,0.2588235294117647
JFK,Profiles in Courage,0,0.25,0.2,0.15053763440860216
JFK,AirTrain JFK,0,0.8,0.5,0.16981132075471697
JFK,JFK/UMass (MBTA station),0,0.5,0.3333333333333333,0.18181818181818182
JFK,John F. Kennedy Eternal Flame,0,0.8888888888888888,0.4375,0.18518518518518517
JFK,John F. Kennedy Presidential Library and Museum,0,0.4375,0.15789473684210525,0.3050847457627119
JFK,Timeline of the John F. Kennedy assassination,1,0.6111111111111112,0.3333333333333333,0.32098765432098764
JFK,Reactions to the assassination of John F. Kennedy,1,0.7857142857142857,0.2631578947368421,0.3333333333333333
JFK,JFK Express,0,-0.4444444444444444,0.18181818181818182,0.3448275862068966
JFK,John Fitzgerald Kennedy Memorial,1,-0.5,0.3333333333333333,0.10526315789473684
JFK,Kennedy half dollar,0,-0.1,0.3333333333333333,0.18666666666666668
JFK,64th Academy Awards,0,-0.8235294117647058,0.22727272727272727,0.3
JFK,John F. Kennedy Memorial Bridge,1,0,0,0.2857142857142857
JFK,John F. Kennedy,1,0.6514285714285715,0.21524663677130046,0.24972129319955405
JFK,Executive Order 11110,0,0.7586206896551724,0.2564102564102564,0.22352941176470587
JFK,John F. Kennedy autopsy,1,0.35714285714285715,0.2222222222222222,0.1764705882352941
JFK,Yad Kennedy,0,0,0,0
JFK,JFK Olimps,0,0,0,0
JFK,Assassination of John F. Kennedy in popular culture,1,0.6666666666666666,0.18181818181818182,0.3571428571428571
JFK,JFK (soundtrack),0,0,0,0
JFK,2007 John F. Kennedy International Airport attack plot,1,-0.6666666666666666,0.25,0.25
JFK,President John F. Kennedy Assassination Records Collection Act of 1992,1,0.8,0.16666666666666666,0.1724137931034483
JFK,Zapruder film,0,0.47619047619047616,0.19230769230769232,0.2549019607843137
JFK,Inauguration of John F. Kennedy,0,0.35,0.23076923076923078,0.19424460431654678
JFK,John F. Kennedy Jr. plane crash,1,0,0.631578947368421,0.16981132075471697
JFK,CIA Kennedy assassination conspiracy theory,1,0.64,0.24242424242424243,0.32323232323232326
JFK,Timeline of the presidency of John F. Kennedy,1,0.9166666666666666,0.29411764705882354,0.2
JFK,State funeral of John F. Kennedy,1,0.8636363636363636,0.2413793103448276,0.30851063829787234
JFK,John F. Kennedy assassination conspiracy theories,1,0.7380952380952381,0.3114754098360656,0.2743362831858407
JFK,Ramada Plaza JFK Hotel,0,-0.5,0,0.14285714285714285
JFK,AirTrain LaGuardia,0,-0.16666666666666666,0.3333333333333333,0.26666666666666666
kyle schwaber,Organizational patterns,0,-0.5,0.3333333333333333,0.2
kyle schwaber,Kyle Schwarber,1,0.75,0.3333333333333333,0.2272727272727273
List of hospitals in Andorra,Andorra,1,-0.39285714285714285,0.5625,0.1607142857142857
List of hospitals in Andorra,Copenhagen,0,-0.8333333333333334,0.3877551020408163,0.1891891891891892
List of hospitals in Andorra,Croatia,0,-0.8301886792452831,0.3291139240506329,0.16810344827586207
List of hospitals in Andorra,London,0,-0.8854166666666666,0.30434782608695654,0.2303921568627451
List of hospitals in Andorra,Madagascar,0,-0.8888888888888888,0.2840909090909091,0.22506393861892585
List of hospitals in Andorra,Olympic Games,0,-0.7741935483870968,0.32608695652173914,0.23076923076923078
List of hospitals in Andorra,Rwanda,0,-0.8125,0.26153846153846155,0.2490566037735849
List of hospitals in Andorra,History of San Marino,0,-0.7692307692307693,0.1875,0.29411764705882354
List of hospitals in Andorra,Belgrade,0,-0.9,0.3181818181818182,0.2471264367816092
List of hospitals in Andorra,List of hospitals in the United Kingdom,0,0,0.5,0.1111111111111111
List of hospitals in Andorra,Lists of hospitals in Europe,1,0,0,0
List of hospitals in Andorra,List of hospitals in Hungary,0,0,0.6666666666666666,0.2857142857142857
List of hospitals in Andorra,List of hospitals in Austria,0,0,0,0
List of hospitals in Andorra,List of hospitals in Belgium,0,0,0,0
List of hospitals in Andorra,List of hospitals in Croatia,0,0,0,0
List of hospitals in Andorra,List of hospitals in Denmark,0,0,0,0
List of hospitals in Andorra,List of hospitals in Germany,0,-0.5,0,0.05555555555555555
List of hospitals in Andorra,List of hospitals in Switzerland,0,0,0.5,0.1111111111111111
List of hospitals in Andorra,List of hospitals in Sweden,0,0,0,0
List of hospitals in Andorra,List of hospitals in Greece,0,-0.5,0,0.1111111111111111
List of hospitals in Andorra,List of hospitals in the Republic of Ireland,0,0,0.5,0.038461538461538464
List of hospitals in Andorra,List of hospitals in Spain,0,0,0.5,0.05555555555555555
List of hospitals in Andorra,List of hospitals in Turkey,0,0,0,0
List of hospitals in Andorra,List of hospitals in Cyprus,0,0,0,0
List of hospitals in Andorra,List of hospitals in Norway,0,-0.5,0,0.1
List of hospitals in Andorra,List of hospitals in Romania,0,-0.5,0,0.14285714285714285
List of hospitals in Andorra,List of hospitals in Albania,0,0,0,0
List of hospitals in Andorra,Istanbul,0,-0.9090909090909091,0.3888888888888889,0.17973856209150327
List of hospitals in Andorra,List of smoking bans,0,-0.9090909090909091,0.15384615384615385,0.18461538461538463
List of hospitals in Andorra,List of hospitals in Slovenia,0,0,0,0
List of hospitals in Andorra,List of hospitals in England,0,-0.16666666666666666,0.25,0.08333333333333333
List of hospitals in Andorra,List of hospitals in Scotland,0,-0.5,0.3333333333333333,0.09523809523809523
List of hospitals in Andorra,List of sovereign states in 1776,0,-0.5,0,0.25
List of hospitals in Andorra,Winter Paralympic Games,0,-0.8571428571428571,0.125,0.28
List of hospitals in Andorra,List of hospitals in Armenia,0,-0.6666666666666666,0,0.5
list of the bridge 2013 episodes,Chelsea F.C.,0,-0.8272727272727273,0.2413793103448276,0.27599243856332706
list of the bridge 2013 episodes,William Gibson,0,-0.7692307692307693,0.5666666666666667,0.24193548387096775
list of the bridge 2013 episodes,Firefly (TV series),0,-0.8846153846153846,0.5666666666666667,0.2694063926940639
list of the bridge 2013 episodes,List of Star Trek: The Animated Series episodes,0,-0.8571428571428571,0.5,0.2888888888888889
list of the bridge 2013 episodes,Degrassi: The Next Generation,0,-0.8,0.4827586206896552,0.3218390804597701
list of the bridge 2013 episodes,The City of New York vs. Homer Simpson,0,-0.9375,0.36,0.36363636363636365
list of the bridge 2013 episodes,Doctor Who missing episodes,0,-0.8076923076923077,0.4222222222222222,0.3963963963963964
list of the bridge 2013 episodes,List of Twin Peaks episodes,0,-0.782608695652174,0.31683168316831684,0.2557544757033248
list of the bridge 2013 episodes,Emperor Norton,0,-0.9117647058823529,0.4426229508196721,0.25641025641025644
list of the bridge 2013 episodes,Trapped in the Closet (South Park),0,-0.65,0.47368421052631576,0.24832214765100671
list of the bridge 2013 episodes,List of 24 episodes,0,-0.4,0.375,0.16666666666666666
list of the bridge 2013 episodes,The Bridge,0,-0.5,0,0.1
list of the bridge 2013 episodes,The Simpsons (season 10),0,-0.8125,0.2727272727272727,0.3387096774193548
list of the bridge 2013 episodes,List of Top Gear episodes,0,-0.7692307692307693,0.1702127659574468,0.2079646017699115
list of the bridge 2013 episodes,List of Futurama episodes,0,-0.7727272727272727,0.26666666666666666,0.2054794520547945
list of the bridge 2013 episodes,List of Naruto: Shippuden episodes,0,-0.7264150943396226,0.3942857142857143,0.19311875693673697
list of the bridge 2013 episodes,Repairs (Agents of S.H.I.E.L.D.),0,-0.5,0.3333333333333333,0.25
list of the bridge 2013 episodes,List of The Border episodes,0,-0.6666666666666666,0,0.4
list of the bridge 2013 episodes,List of Rescue 911 episodes,0,-0.9,0.4444444444444444,0.3953488372093023
list of the bridge 2013 episodes,Animaniacs,0,-0.8421052631578947,0.3448275862068966,0.32954545454545453
list of the bridge 2013 episodes,List of The Middle episodes,0,-0.8571428571428571,0.36363636363636365,0.27906976744186046
list of the bridge 2013 episodes,List of Rizzoli & Isles episodes,0,-0.6111111111111112,0.4375,0.24603174603174602
list of the bridge 2013 episodes,List of The League episodes,0,-0.625,0.2727272727272727,0.17543859649122806
list of the bridge 2013 episodes,List of Arakawa Under the Bridge episodes,0,-0.5,0,0.07142857142857142
list of the bridge 2013 episodes,List of Suits episodes,0,-0.7375,0.33884297520661155,0.19365079365079366
list of the bridge 2013 episodes,List of Person of Interest episodes,0,-0.9583333333333334,0.5,0.2568306010928962
list of the bridge 2013 episodes,List of Grimm episodes,0,-0.6666666666666666,0.5,0.09375
list of the bridge 2013 episodes,List of Key & Peele episodes,0,-0.75,0.29411764705882354,0.20512820512820512
list of the bridge 2013 episodes,List of The Newsroom episodes,0,-0.8076923076923077,0.2972972972972973,0.2890625
list of the bridge 2013 episodes,List of Elementary episodes,0,-0.7555555555555555,0.4230769230769231,0.2801418439716312
list of the bridge 2013 episodes,The Americans (2013 TV series),0,-0.625,0.5555555555555556,0.13709677419354838
list of the bridge 2013 episodes,List of Nostalgia Critic episodes (2013),0,-0.8,0.6428571428571429,0.39999999999999997
list of the bridge 2013 episodes,List of The Following episodes,0,-0.6666666666666666,0.25,0.14285714285714285
list of the bridge 2013 episodes,List of RWBY episodes,0,-0.875,0.52,0.3602941176470588
list of the bridge 2013 episodes,List of Wander Over Yonder episodes,0,-0.75,0.42857142857142855,0.29411764705882354
list of the bridge 2013 episodes,List of Agents of S.H.I.E.L.D. episodes,0,-0.9411764705882353,0.39285714285714285,0.20610687022900762
list of the bridge 2013 episodes,The Tunnel (TV series),0,-0.75,0.5555555555555556,0.16363636363636364
list of the bridge 2013 episodes,List of The 100 episodes,0,-0.7758620689655172,0.42,0.3289473684210526
list of the bridge 2013 episodes,List of Call the Midwife episodes,0,-0.9696969696969697,0.43103448275862066,0.297979797979798
list of the bridge 2013 episodes,List of Mighty Med episodes,0,-0.5,0.75,0.21621621621621623
list of the bridge 2013 episodes,List of Bar Rescue episodes,0,-0.5,0.8333333333333334,0.2727272727272727
list of the bridge 2013 episodes,The Bridge (Agents of S.H.I.E.L.D.),0,-0.5,0,0.16666666666666666
llajic,Novi Pazar,0,0.4,0.5,0.18
llajic,Siniša Mihajlović,0,-0.7272727272727273,0.35294117647058826,0.32
llajic,Rasim Ljajić,1,0,0.5,0.25
llajic,Party of Democratic Action of Sandžak,1,0,0,0
llajic,Delio Rossi,0,-0.5714285714285714,0.2222222222222222,0.2222222222222222
llajic,Bosniaks of Serbia,0,0,0,0.14285714285714285
llajic,FK Novi Pazar,0,-0.6666666666666666,0.25,0.42857142857142855
llajic,Zoran Tošić,0,-0.75,0,0.1875
llajic,Adem Ljajić,1,0.4166666666666667,0.2,0.35000000000000003
llajic,2014–15 A.S. Roma season,0,-0.8,0.375,0.5
lurlene waallace,List of Governors of Alabama,1,0.3,0.09090909090909091,0.25
lurlene waallace,George Wallace,1,-0.22727272727272727,0.4883720930232558,0.2608695652173913
lurlene waallace,Lurleen Wallace,1,0.7,0.09090909090909091,0.23255813953488372
lurlene waallace,Albert Brewer,0,-0.25,0,0.5
lurlene waallace,Jim Folsom,0,0,0.5,0.07692307692307693
lurlene waallace,George Wallace Jr.,1,-0.5,0.5,0.125
lurlene waallace,George Wallace (film),0,-0.5,0.7142857142857143,0.30000000000000004
lurlene waallace,Cornelia Wallace,0,0,0,0
n64 game,Nintendo 64,1,0.21052631578947367,0.24,0.26666666666666666
n64 game,Mario Kart 64,0,-0.4166666666666667,0.14285714285714285,0.2708333333333333
n64 game,Paper Mario,0,0.6153846153846154,0.2777777777777778,0.36170212765957444
n64 game,Super Mario 64,1,0.36666666666666664,0.16666666666666666,0.3723404255319149
n64 game,GoldenEye 007 (1997 video game),0,0.55,0.2,0.5
n64 game,Pilotwings 64,0,0.16666666666666666,0.14285714285714285,0.3157894736842105
n64 game,Super Game Boy,0,0,0.3,0.20454545454545456
n64 game,Rumble Pak,1,0.25,0,0.16666666666666666
n64 game,List of Nintendo 64 games,1,0.5185185185185185,0.03571428571428571,0.23275862068965517
n64 game,Conker's Bad Fur Day,0,0.125,0.35135135135135137,0.40659340659340665
