question,reliable,times_asked,responses,prop_unsure,xgbTree,C5.0,nb,multinom,rf,nnet,dnn,meta,keras-1,keras-2
"If you searched for '...', would this article be relevant?",TRUE,11,1,0.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,9,1,0.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,7,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,3,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,68,10,0.45454545454545453,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,93,24,0.21739130434782608,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,2,1,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,4,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,2,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,49,12,0.3076923076923077,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,356,75,0.30666666666666664,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,22,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,11,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,106,26,0.2962962962962963,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,64,12,0.5833333333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,28,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,68,13,0.5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,5,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,247,51,0.16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,249,40,0.4878048780487805,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,30,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,46,3,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,41,5,0.16666666666666666,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,9,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,61,6,0.16666666666666666,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,42,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,3,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,36,8,0.1111111111111111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,10,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,9,2,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,3,1,0.5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,4,1,0.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,190,41,0.42857142857142855,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,116,28,0.3793103448275862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,273,45,0.6956521739130435,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,33,1,0.5,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,109,14,0.5333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,65,24,0.48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,119,18,0.42105263157894735,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,6,2,0.3333333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,21,2,0.3333333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,8,1,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,15,3,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,53,11,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,8,1,0.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,7,1,0.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,69,12,0.3333333333333333,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,163,28,0.10714285714285714,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,225,37,0.2972972972972973,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,35,4,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,127,12,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,79,10,0.18181818181818182,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,88,10,0.2727272727272727,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,113,16,0.5882352941176471,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,19,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,49,9,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,105,15,0.4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,221,44,0.32558139534883723,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,20,2,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,43,9,0.7,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,125,16,0.6470588235294118,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,38,7,0.2857142857142857,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,18,6,0.42857142857142855,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,62,22,0.6956521739130435,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,98,24,0.2916666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,1415,305,0.47019867549668876,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,99,31,0.22580645161290322,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,180,44,0.3111111111111111,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,35,10,0.3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,6,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,440,102,0.33980582524271846,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,205,48,0.24489795918367346,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,155,35,0.14705882352941177,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,80,22,0.23809523809523808,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,131,32,0.15151515151515152,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,83,17,0.058823529411764705,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,5,2,0.3333333333333333,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,62,12,0.4166666666666667,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,43,6,0.2857142857142857,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,631,155,0.5163398692810458,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,112,14,0.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,31,7,0.2857142857142857,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,32,3,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,13,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,9,2,0.6666666666666666,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,10,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,72,11,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,115,43,0.07142857142857142,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,94,33,0.30303030303030304,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,91,24,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,5,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,43,10,0.2727272727272727,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,367,94,0.32978723404255317,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,6,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,6,1,0.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,2,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,81,9,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,42,10,0.7272727272727273,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,2,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,14,2,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,265,28,0.17857142857142858,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,87,12,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,14,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,52,10,0.36363636363636365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,90,12,0.23076923076923078,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,110,18,0.42105263157894735,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,173,7,0.375,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,38,3,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,18,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,109,13,0.35714285714285715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,19,8,0.1111111111111111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,14,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,3,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,6,1,0.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,24,1,0.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,6,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,9,2,0.3333333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,629,79,0.6486486486486487,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,61,7,0.25,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,61,6,0.42857142857142855,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,7,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,133,25,0.5833333333333334,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,50,4,0.4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,61,9,0.5555555555555556,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,89,16,0.5625,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,125,28,0.6896551724137931,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,106,29,0.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,49,3,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,74,17,0.3888888888888889,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,28,12,0.3076923076923077,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,13,1,0.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,31,7,0.375,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,7,2,0.6666666666666666,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,12,3,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,9,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,8,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,76,11,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,58,10,0.2727272727272727,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,96,19,0.35,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,18,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,42,6,0.2857142857142857,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,3,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,5,1,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,6,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,19,7,0.125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,159,40,0.5365853658536586,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,248,83,0.4430379746835443,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,89,20,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,84,12,0.38461538461538464,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,67,10,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,132,26,0.16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,55,9,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,3,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,5,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,54,7,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If you searched for '...', would this article be relevant?",TRUE,11,2,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,156,22,0.18181818181818182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,9,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,116,18,0.21052631578947367,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,174,21,0.18181818181818182,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",FALSE,60,17,0.11764705882352941,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If you searched for '...', would this article be relevant?",FALSE,30,6,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,4,2,0.3333333333333333,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,2,1,0.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"If you searched for '...', would this article be relevant?",TRUE,207,52,0.16981132075471697,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
